Word;freqlemfilms2;freqlemlivres;freqfilms2;freqlivres
anévrismes;1.33;0.07;0.05;0
aoriste;0;0.07;0;0.07
aorte;1.16;0.2;1.16;0.2
aortique;0.21;0.07;0.15;0.07
aortiques;0.21;0.07;0.06;0
aouls;0;0.07;0;0.07
août;12.65;49.66;12.65;49.66
aoûtat;0.08;0;0.08;0
aoûtien;0;0.07;0;0.07
apache;0.6;0.2;0.4;0.2
apache;0.11;1.28;0.09;0.41
apaches;0.6;0.2;0.2;0
apaches;0.11;1.28;0.02;0.88
apaisa;8.52;35;0.12;3.04
apaisai;8.52;35;0;0.07
apaisaient;8.52;35;0;0.54
apaisais;8.52;35;0.02;0.07
apaisait;8.52;35;0.04;3.18
apaisant;1.28;6.62;0.7;2.3
apaisant;8.52;35;0.04;1.08
apaisante;1.28;6.62;0.48;2.43
apaisantes;1.28;6.62;0.06;0.95
apaisants;1.28;6.62;0.04;0.95
apaise;8.52;35;2.01;4.66
apaisement;0.47;7.23;0.46;6.69
apaisements;0.47;7.23;0.01;0.54
apaisent;8.52;35;0.11;0.88
apaiser;8.52;35;3.49;8.85
apaisera;8.52;35;0.6;0.2
apaiseraient;8.52;35;0.01;0.14
apaiserais;8.52;35;0.01;0.07
apaiserait;8.52;35;0.09;0.54
apaisez;8.52;35;0.19;0.07
apaisiez;8.52;35;0.01;0
apaisons;8.52;35;0;0.07
apaisât;8.52;35;0;0.27
apaisèrent;8.52;35;0;0.68
apaisé;8.52;35;1.08;4.66
apaisée;8.52;35;0.47;4.05
apaisées;8.52;35;0.04;0.74
apaisés;8.52;35;0.17;1.15
apanage;0.27;1.22;0.27;1.15
apanages;0.27;1.22;0;0.07
apartheid;0.53;0.07;0.53;0.07
aparté;0.24;1.69;0.2;1.15
apartés;0.24;1.69;0.04;0.54
apathie;0.91;1.49;0.91;1.49
apathique;0.52;0.54;0.46;0.41
apathiques;0.52;0.54;0.06;0.14
apatride;0.32;0.54;0.3;0.27
apatride;0.05;0.68;0.04;0.54
apatrides;0.32;0.54;0.02;0.27
apatrides;0.05;0.68;0.01;0.14
apax;0;0.07;0;0.07
ape;0.23;0.14;0.23;0.07
aperceptions;0;0.14;0;0.14
apercevaient;34.56;233.11;0;2.3
apercevais;34.56;233.11;0.15;6.55
apercevait;34.56;233.11;0.79;25.68
apercevant;34.56;233.11;0.08;8.45
apercevez;34.56;233.11;0.49;0.41
aperceviez;34.56;233.11;0.14;0
apercevions;34.56;233.11;0.03;1.08
apercevoir;34.56;233.11;6.16;35.2
apercevons;34.56;233.11;0.06;0.95
apercevra;34.56;233.11;1.27;1.42
apercevrai;34.56;233.11;0.03;0.2
apercevraient;34.56;233.11;0;0.07
apercevrais;34.56;233.11;0.08;0.34
apercevrait;34.56;233.11;0.37;1.22
apercevras;34.56;233.11;0.35;0.27
apercevrez;34.56;233.11;0.23;0.68
apercevrons;34.56;233.11;0.02;0.14
apercevront;34.56;233.11;0.61;0.47
aperçois;34.56;233.11;3.82;14.86
aperçoit;34.56;233.11;3.15;21.82
aperçoive;34.56;233.11;2.42;4.05
aperçoivent;34.56;233.11;0.43;1.62
aperçoives;34.56;233.11;0.34;0.14
aperçu;34.56;233.11;8.28;27.23
aperçu;2.04;2.57;2.02;1.69
aperçue;34.56;233.11;2.77;8.58
aperçues;34.56;233.11;0.04;0.88
aperçurent;34.56;233.11;0.25;3.85
aperçus;34.56;233.11;1.34;16.69
aperçus;2.04;2.57;0.03;0.88
aperçussent;34.56;233.11;0;0.07
aperçut;34.56;233.11;0.76;45.47
aperçûmes;34.56;233.11;0.12;0.81
aperçût;34.56;233.11;0;1.62
apes;0.23;0.14;0;0.07
apesanteur;0.93;0.81;0.93;0.81
apeura;0.36;1.76;0;0.07
apeuraient;0.36;1.76;0;0.07
apeurait;0.36;1.76;0;0.14
apeure;0.36;1.76;0.01;0.07
apeurer;0.36;1.76;0.01;0.2
apeuré;0.36;1.76;0.21;0.54
apeuré;1.31;5.68;0.69;2.36
apeurée;0.36;1.76;0.1;0.27
apeurée;1.31;5.68;0.47;1.22
apeurées;0.36;1.76;0.01;0
apeurées;1.31;5.68;0.01;0.34
apeurés;0.36;1.76;0.03;0.41
apeurés;1.31;5.68;0.14;1.76
apex;0.33;0.07;0.33;0.07
aphaniptères;0;0.07;0;0.07
aphasie;0.2;0.27;0.2;0.27
aphasique;0.03;0.47;0.02;0.27
aphasiques;0.03;0.47;0.01;0.2
aphone;0.27;1.01;0.25;0.74
aphones;0.27;1.01;0.02;0.27
aphonie;0;0.14;0;0.14
aphorisme;0.04;0.88;0.02;0.14
aphorismes;0.04;0.88;0.02;0.74
aphrodisiaque;0.64;0.81;0.58;0.68
aphrodisiaque;1.27;0.27;1.09;0.14
aphrodisiaques;0.64;0.81;0.05;0.14
aphrodisiaques;1.27;0.27;0.17;0.14
aphrodisie;0;0.14;0;0.14
aphrodite;0.01;0;0.01;0
aphtes;0.05;0;0.05;0
aphteuse;0.17;0.34;0.16;0.34
aphteux;0.17;0.34;0.01;0
aphérèse;0;0.07;0;0.07
api;0.16;0.2;0.16;0.2
apiculteur;0.1;0.07;0.04;0.07
apiculteurs;0.1;0.07;0.02;0
apicultrice;0.1;0.07;0.04;0
apiculture;0.04;0;0.04;0
apion;0;0.07;0;0.07
apis;0.01;0;0.01;0
apitoie;2.52;6.22;0.69;0.34
apitoiement;0.29;0.61;0.29;0.61
apitoient;2.52;6.22;0.01;0.2
apitoierai;2.52;6.22;0.03;0
apitoierait;2.52;6.22;0;0.07
apitoies;2.52;6.22;0.14;0
apitoya;2.52;6.22;0;0.61
apitoyaient;2.52;6.22;0;0.14
apitoyait;2.52;6.22;0.01;0.47
apitoyant;2.52;6.22;0.07;0.27
apitoyer;2.52;6.22;1.32;1.62
apitoyez;2.52;6.22;0.08;0
apitoyons;2.52;6.22;0.01;0.14
apitoyèrent;2.52;6.22;0;0.07
apitoyé;2.52;6.22;0.04;1.15
apitoyée;2.52;6.22;0.01;0.61
apitoyées;2.52;6.22;0;0.14
apitoyés;2.52;6.22;0.1;0.41
apivore;0;0.07;0;0.07
aplani;0.61;2.57;0.05;0.61
aplanie;0.61;2.57;0.01;0.2
aplanies;0.61;2.57;0;0.14
aplanir;0.61;2.57;0.35;0.41
aplanira;0.61;2.57;0;0.07
aplaniront;0.61;2.57;0;0.14
aplanis;0.61;2.57;0.01;0.07
aplanissaient;0.61;2.57;0;0.2
aplanissait;0.61;2.57;0.01;0.47
aplanissant;0.61;2.57;0.01;0.14
aplanissement;0.01;0.34;0.01;0.34
aplanissez;0.61;2.57;0.14;0
aplanissons;0.61;2.57;0;0.07
aplanit;0.61;2.57;0.01;0.07
aplasie;0.01;0;0.01;0
aplat;0.01;0.27;0;0.07
aplati;0.3;3.65;0.09;1.35
aplati;1.91;14.53;0.32;2.77
aplatie;0.3;3.65;0.19;0.54
aplatie;1.91;14.53;0.21;1.28
aplaties;0.3;3.65;0.01;0.81
aplaties;1.91;14.53;0.02;0.47
aplatir;1.91;14.53;0.67;2.3
aplatirais;1.91;14.53;0.02;0
aplatirait;1.91;14.53;0.02;0.07
aplatirent;1.91;14.53;0;0.2
aplatirez;1.91;14.53;0;0.07
aplatis;0.3;3.65;0.02;0.95
aplatis;1.91;14.53;0.34;1.69
aplatissaient;1.91;14.53;0.01;0.2
aplatissais;1.91;14.53;0;0.14
aplatissait;1.91;14.53;0;0.81
aplatissant;1.91;14.53;0;0.95
aplatisse;1.91;14.53;0.03;0.14
aplatissement;0.03;0.54;0.03;0.41
aplatissements;0.03;0.54;0;0.14
aplatissent;1.91;14.53;0.02;0.54
aplatissez;1.91;14.53;0.06;0.07
aplatit;1.91;14.53;0.19;2.84
aplats;0.01;0.27;0.01;0.2
aplomb;1.61;9.05;1.61;8.99
aplombs;1.61;9.05;0;0.07
apnée;0.6;0.27;0.6;0.27
apocalypse;4.87;6.35;4.85;6.01
apocalypses;4.87;6.35;0.03;0.34
apocalyptique;0.58;1.76;0.38;1.01
apocalyptiques;0.58;1.76;0.2;0.74
apocope;0.01;0;0.01;0
apocryphe;0.01;0.27;0.01;0.14
apocryphe;0.04;0.14;0.01;0.14
apocryphes;0.01;0.27;0;0.14
apocryphes;0.04;0.14;0.03;0
apodictique;0;0.07;0;0.07
apogée;1.4;1.76;1.4;1.76
apolitique;0.6;0.2;0.58;0.14
apolitique;0.2;0.07;0.1;0
apolitiques;0.6;0.2;0.02;0.07
apolitiques;0.2;0.07;0.1;0.07
apolitisme;0;0.07;0;0.07
apollon;0.04;0.14;0.04;0
apollons;0.04;0.14;0.01;0.14
apologie;0.17;1.22;0.17;1.22
apologiste;0.02;0.2;0.01;0.14
apologistes;0.02;0.2;0.01;0.07
apologue;0;0.61;0;0.61
apologétique;0;0.14;0;0.07
apologétique;0;0.47;0;0.47
apologétiques;0;0.14;0;0.07
aponévroses;0.01;0.07;0.01;0.07
aponévrotique;0.01;0;0.01;0
apophtegmes;0;0.2;0;0.2
apoplectique;0.15;0.88;0.14;0.88
apoplectique;0.01;0.47;0.01;0.41
apoplectiques;0.15;0.88;0.01;0
apoplectiques;0.01;0.47;0;0.07
apoplexie;0.33;0.95;0.33;0.88
apoplexies;0.33;0.95;0;0.07
apoptose;0.03;0;0.03;0
apostasie;0.01;0.41;0.01;0.41
apostasié;0;0.07;0;0.07
apostat;0;0.14;0;0.07
apostat;0.46;0.27;0.25;0.2
apostate;0.46;0.27;0;0.07
apostats;0;0.14;0;0.07
apostats;0.46;0.27;0.21;0
apostillée;0;0.07;0;0.07
apostolat;0.1;1.08;0.1;1.08
apostolique;0.72;1.96;0.72;1.89
apostoliques;0.72;1.96;0;0.07
apostropha;0.05;3.31;0;0.68
apostrophaient;0.05;3.31;0;0.2
apostrophait;0.05;3.31;0;0.61
apostrophant;0.05;3.31;0;0.34
apostrophe;0.15;1.76;0.15;1.15
apostrophe;0.05;3.31;0.04;0.41
apostrophent;0.05;3.31;0;0.14
apostropher;0.05;3.31;0.01;0.27
apostrophes;0.15;1.76;0;0.61
apostrophes;0.05;3.31;0;0.07
apostrophèrent;0.05;3.31;0;0.07
apostrophé;0.05;3.31;0;0.34
apostrophée;0.05;3.31;0;0.2
apostume;0;0.07;0;0.07
apostées;0;0.07;0;0.07
apothicaire;0.32;1.28;0.32;1.15
apothicairerie;0;0.07;0;0.07
apothicaires;0.32;1.28;0;0.14
apothéose;0.49;4.26;0.49;4.12
apothéoses;0.49;4.26;0;0.14
apparais;43.78;159.26;0.9;0.41
apparaissaient;43.78;159.26;0.32;8.51
apparaissais;43.78;159.26;0.03;0.34
apparaissait;43.78;159.26;1.06;27.09
apparaissant;0;0.14;0;0.14
apparaissant;43.78;159.26;0.27;2.43
apparaisse;43.78;159.26;0.93;2.03
apparaissent;43.78;159.26;3.89;7.97
apparaissez;43.78;159.26;0.38;0.27
apparaissiez;43.78;159.26;0.05;0.14
apparaissions;43.78;159.26;0;0.07
apparaissons;43.78;159.26;0.05;0.07
apparat;0.51;4.86;0.51;4.8
apparatchik;0.01;0.34;0.01;0.27
apparatchiks;0.01;0.34;0;0.07
apparats;0.51;4.86;0;0.07
apparaux;0;0.2;0;0.2
apparaît;43.78;159.26;11.14;27.91
apparaîtra;43.78;159.26;1.77;1.08
apparaîtrai;43.78;159.26;0.03;0.07
apparaîtraient;43.78;159.26;0.02;0.2
apparaîtrais;43.78;159.26;0.02;0.07
apparaîtrait;43.78;159.26;0.31;1.35
apparaîtras;43.78;159.26;0.02;0.07
apparaître;43.78;159.26;6.3;24.46
apparaîtrez;43.78;159.26;0.03;0.07
apparaîtrions;43.78;159.26;0.01;0.07
apparaîtrons;43.78;159.26;0.01;0.2
apparaîtront;43.78;159.26;0.41;0.61
appareil;51.53;44.66;44.2;35.88
appareil-photo;0.32;0.27;0.32;0.27
appareilla;1.24;2.97;0;0.34
appareillage;0.29;1.89;0.29;1.62
appareillages;0.29;1.89;0;0.27
appareillaient;1.24;2.97;0;0.07
appareillait;1.24;2.97;0;0.41
appareillant;1.24;2.97;0;0.14
appareille;1.24;2.97;0.22;0.27
appareillent;1.24;2.97;0.01;0.07
appareiller;1.24;2.97;0.51;0.81
appareilleraient;1.24;2.97;0;0.07
appareillez;1.24;2.97;0.06;0
appareillions;1.24;2.97;0;0.07
appareillons;1.24;2.97;0.4;0.14
appareillé;1.24;2.97;0.04;0.41
appareillés;1.24;2.97;0.01;0.2
appareils;51.53;44.66;7.34;8.78
apparemment;43.08;29.53;43.08;29.53
apparence;17.64;48.51;11.85;34.32
apparences;17.64;48.51;5.79;14.19
apparent;2.88;19.32;1.08;4.86
apparentaient;0.77;4.86;0.01;0.54
apparentait;0.77;4.86;0.02;0.74
apparentant;0.77;4.86;0.01;0.27
apparente;2.88;19.32;1.35;10.34
apparente;0.77;4.86;0.23;1.22
apparentement;0.03;0.07;0.03;0.07
apparentent;0.77;4.86;0.03;0.41
apparenter;0.77;4.86;0.03;0.34
apparentes;2.88;19.32;0.18;2.3
apparents;2.88;19.32;0.27;1.82
apparenté;0.77;4.86;0.27;0.74
apparenté;0.01;0.2;0;0.07
apparentée;0.77;4.86;0.05;0.47
apparentée;0.01;0.2;0.01;0
apparentés;0.77;4.86;0.13;0.14
apparentés;0.01;0.2;0;0.14
appariait;0.19;0.81;0;0.14
appariant;0.19;0.81;0;0.14
apparie;0.19;0.81;0;0.07
apparier;0.19;0.81;0;0.07
appariteur;0.28;0.61;0.28;0.34
appariteurs;0.28;0.61;0;0.27
apparition;8.02;32.64;6.93;28.65
apparitions;8.02;32.64;1.08;3.99
apparié;0.19;0.81;0.01;0.07
appariée;0.19;0.81;0;0.07
appariées;0.19;0.81;0;0.14
appariés;0.19;0.81;0.18;0.14
appart;18.07;2.03;17.48;1.96
appartement;76.33;99.26;69.77;86.01
appartement-roi;0;0.07;0;0.07
appartements;76.33;99.26;6.56;13.24
appartenaient;80.57;92.36;2.26;9.05
appartenais;80.57;92.36;0.86;1.96
appartenait;80.57;92.36;8.89;24.19
appartenance;1.83;3.45;1.82;3.24
appartenances;1.83;3.45;0.01;0.2
appartenant;0.03;0.27;0.03;0.27
appartenant;80.57;92.36;2.9;5.47
appartenez;80.57;92.36;0.89;0.74
apparteniez;80.57;92.36;0.19;0.14
appartenions;80.57;92.36;0.04;0.68
appartenir;80.57;92.36;3.74;9.12
appartenons;80.57;92.36;0.71;0.81
appartenu;80.57;92.36;2.23;4.66
appartenues;80.57;92.36;0.01;0
appartiendra;80.57;92.36;1.23;1.01
appartiendrai;80.57;92.36;0.02;0.14
appartiendraient;80.57;92.36;0.22;0.47
appartiendrais;80.57;92.36;0;0.14
appartiendrait;80.57;92.36;0.36;1.42
appartiendras;80.57;92.36;0.12;0
appartiendrons;80.57;92.36;0.01;0
appartiendront;80.57;92.36;0.07;0.07
appartienne;80.57;92.36;0.63;0.74
appartiennent;80.57;92.36;6.86;6.76
appartiens;80.57;92.36;7.37;2.84
appartient;80.57;92.36;40.94;20.27
appartins;80.57;92.36;0;0.07
appartinssent;80.57;92.36;0;0.14
appartint;80.57;92.36;0;0.74
apparts;18.07;2.03;0.59;0.07
appartînt;80.57;92.36;0;0.74
apparu;43.78;159.26;6.43;9.12
apparue;43.78;159.26;4.21;6.55
apparues;43.78;159.26;0.81;1.15
apparurent;43.78;159.26;0.52;5.95
apparus;43.78;159.26;1.74;2.09
apparussent;43.78;159.26;0;0.14
apparut;43.78;159.26;2.1;28.04
apparût;43.78;159.26;0.01;0.74
appas;0.4;0.95;0.4;0.95
appauvri;0.56;1.89;0.2;0.41
appauvrie;0.56;1.89;0.12;0.41
appauvries;0.56;1.89;0.03;0.07
appauvrir;0.56;1.89;0.14;0.27
appauvris;0.56;1.89;0.03;0.2
appauvrissaient;0.56;1.89;0;0.14
appauvrissait;0.56;1.89;0;0.07
appauvrissant;0;0.2;0;0.14
appauvrissante;0;0.2;0;0.07
appauvrissement;0;0.74;0;0.74
appauvrissez;0.56;1.89;0.02;0.07
appauvrissions;0.56;1.89;0;0.07
appauvrissons;0.56;1.89;0;0.07
appauvrit;0.56;1.89;0.03;0.14
appeau;0.08;0.41;0.06;0.27
appeaux;0.08;0.41;0.02;0.14
appel;100.18;73.45;80.88;56.69
appela;1165.48;465.34;1.67;24.26
appelai;1165.48;465.34;0.14;3.92
appelaient;1165.48;465.34;4.61;14.93
appelais;1165.48;465.34;8.02;6.62
appelait;1165.48;465.34;47.44;104.59
appelant;0.03;0.47;0.03;0.47
appelant;0.42;0.54;0.32;0.47
appelant;1165.48;465.34;2.4;7.16
appelants;0.42;0.54;0.1;0.07
appeler;1165.48;465.34;192.69;63.92
appeleur;0;0.07;0;0.07
appelez;1165.48;465.34;95.78;11.42
appeliez;1165.48;465.34;2.53;0.81
appelions;1165.48;465.34;0.7;3.38
appellation;0.36;3.31;0.28;2.43
appellations;0.36;3.31;0.08;0.88
appelle;1165.48;465.34;485.77;132.36
appellent;1165.48;465.34;23.89;16.01
appellera;1165.48;465.34;9.29;2.5
appellerai;1165.48;465.34;20.71;3.58
appelleraient;1165.48;465.34;0.38;0.34
appellerais;1165.48;465.34;4.08;0.61
appellerait;1165.48;465.34;2.66;3.85
appelleras;1165.48;465.34;2.66;0.81
appellerez;1165.48;465.34;1.3;0.2
appelleriez;1165.48;465.34;0.77;0.2
appellerions;1165.48;465.34;0.1;0.14
appellerons;1165.48;465.34;0.88;0.54
appelleront;1165.48;465.34;1.59;0.47
appelles;1165.48;465.34;67.07;8.72
appelons;1165.48;465.34;8.38;5.68
appels;100.18;73.45;19.3;16.76
appelât;1165.48;465.34;0.01;1.28
appelèrent;1165.48;465.34;0.17;1.49
appelé;1165.48;465.34;144.29;30.61
appelé;3.39;3.65;3.08;2.43
appelée;1165.48;465.34;27.5;9.12
appelées;1165.48;465.34;0.95;2.03
appelés;1165.48;465.34;7.04;3.78
appelés;3.39;3.65;0.31;1.22
appendait;0.04;0.41;0;0.07
appendice;1.59;1.96;1.5;1.35
appendicectomie;0.25;0;0.25;0
appendices;1.59;1.96;0.09;0.61
appendicite;1.75;1.08;1.75;1.08
appendrait;0.04;0.41;0;0.07
appendre;0.04;0.41;0.03;0.07
appends;0.04;0.41;0.01;0
appendu;0.04;0.41;0;0.07
appendues;0.04;0.41;0;0.07
appendus;0.04;0.41;0;0.07
appentis;0.08;2.64;0.08;2.64
appert;0;0.14;0;0.14
appesanti;0.02;3.04;0;0.27
appesantie;0.02;3.04;0;0.41
appesanties;0.02;3.04;0;0.14
appesantir;0.02;3.04;0.01;0.61
appesantis;0.02;3.04;0;0.2
appesantissais;0.02;3.04;0.01;0.07
appesantissait;0.02;3.04;0;0.61
appesantissant;0.02;3.04;0;0.07
appesantissement;0;0.07;0;0.07
appesantit;0.02;3.04;0;0.68
applaudi;15.82;17.97;1.56;2.03
applaudie;15.82;17.97;0.15;0.27
applaudies;15.82;17.97;0.01;0.2
applaudimètre;0.02;0;0.02;0
applaudir;15.82;17.97;3.16;4.46
applaudira;15.82;17.97;0.07;0.07
applaudirai;15.82;17.97;0.25;0
applaudiraient;15.82;17.97;0.02;0.14
applaudirais;15.82;17.97;0.17;0.07
applaudirait;15.82;17.97;0.03;0.07
applaudirent;15.82;17.97;0;0.61
applaudirez;15.82;17.97;0.02;0.07
applaudirons;15.82;17.97;0.02;0
applaudis;15.82;17.97;0.6;1.15
applaudissaient;15.82;17.97;0.27;1.15
applaudissais;15.82;17.97;0.22;0.14
applaudissait;15.82;17.97;0.49;2.16
applaudissant;15.82;17.97;0.2;0.14
applaudisse;15.82;17.97;0.1;0
applaudissement;7.04;9.26;0.5;0.34
applaudissements;7.04;9.26;6.54;8.92
applaudissent;15.82;17.97;0.47;0.95
applaudisseur;0.01;0;0.01;0
applaudissez;15.82;17.97;2.75;0.07
applaudissiez;15.82;17.97;0.02;0
applaudissions;15.82;17.97;0;0.07
applaudissons;15.82;17.97;0.89;0.07
applaudit;15.82;17.97;4.37;3.99
applaudîmes;15.82;17.97;0;0.07
applaudît;15.82;17.97;0;0.07
applicabilité;0.02;0;0.02;0
applicable;0.3;1.01;0.14;0.61
applicables;0.3;1.01;0.16;0.41
applicateur;0.28;0;0.28;0
application;2.81;15.88;2.1;15.34
applications;2.81;15.88;0.7;0.54
appliqua;17.89;47.84;0.01;3.11
appliquai;17.89;47.84;0.01;1.01
appliquaient;17.89;47.84;0.04;1.22
appliquais;17.89;47.84;0.46;1.35
appliquait;17.89;47.84;0.14;7.09
appliquant;17.89;47.84;0.16;4.26
appliquasse;17.89;47.84;0;0.07
appliquassions;17.89;47.84;0;0.07
applique;0.21;1.35;0.06;0.27
applique;17.89;47.84;5.85;6.01
appliquent;17.89;47.84;1.23;1.62
appliquer;17.89;47.84;4.77;10.61
appliquera;17.89;47.84;0.09;0.34
appliquerai;17.89;47.84;0.23;0.14
appliquerais;17.89;47.84;0.15;0.07
appliquerait;17.89;47.84;0.04;0.27
appliqueras;17.89;47.84;0;0.07
appliquerez;17.89;47.84;0.12;0
appliquerons;17.89;47.84;0.02;0.07
appliques;0.21;1.35;0.15;1.08
appliques;17.89;47.84;0.5;0.14
appliquez;17.89;47.84;0.86;0
appliquions;17.89;47.84;0;0.07
appliquons;17.89;47.84;0.14;0.07
appliquât;17.89;47.84;0;0.41
appliquèrent;17.89;47.84;0;0.54
appliqué;17.89;47.84;1.85;5.07
appliqué;0.59;6.01;0.12;2.09
appliquée;17.89;47.84;0.91;2.43
appliquée;0.59;6.01;0.22;2.43
appliquées;17.89;47.84;0.26;1.08
appliquées;0.59;6.01;0.18;0.74
appliqués;17.89;47.84;0.05;0.68
appliqués;0.59;6.01;0.08;0.74
appoggiature;0.01;0.07;0.01;0
appoggiatures;0.01;0.07;0;0.07
appoint;0.35;1.76;0.35;1.76
appointaient;0.02;0.74;0;0.07
appointait;0.02;0.74;0;0.07
appointe;0.02;0.74;0;0.14
appointements;0.03;0.74;0.03;0.74
appointer;0.02;0.74;0;0.07
appointé;0.02;0.74;0.01;0.14
appointé;0.02;0.34;0.02;0.07
appointée;0.02;0.74;0;0.27
appointée;0.02;0.34;0;0.07
appointés;0.02;0.74;0.01;0
appointés;0.02;0.34;0;0.2
appontage;0.2;0;0.2;0
appontement;0.05;0.47;0.05;0.47
apponter;0.09;0;0.09;0
apport;1.8;1.82;1.63;1.35
apporta;209.91;159.32;0.93;16.82
apportai;209.91;159.32;0.02;1.08
apportaient;209.91;159.32;0.53;5.61
apportais;209.91;159.32;1.78;2.09
apportait;209.91;159.32;3.24;24.86
apportant;209.91;159.32;0.81;5.88
apportas;209.91;159.32;0;0.07
apporte;209.91;159.32;65.97;22.97
apportent;209.91;159.32;3.04;4.12
apporter;209.91;159.32;34.43;29.53
apportera;209.91;159.32;4.78;1.28
apporterai;209.91;159.32;6.29;1.49
apporteraient;209.91;159.32;0.14;0.41
apporterais;209.91;159.32;0.34;0.14
apporterait;209.91;159.32;0.81;2.09
apporteras;209.91;159.32;0.69;0.54
apporterez;209.91;159.32;0.41;0.2
apporteriez;209.91;159.32;0.22;0.07
apporterons;209.91;159.32;0.32;0
apporteront;209.91;159.32;0.68;0.07
apportes;209.91;159.32;5.41;0.88
apportez;209.91;159.32;18.5;1.69
apportiez;209.91;159.32;0.33;0.07
apportions;209.91;159.32;0.01;0.47
apportons;209.91;159.32;1.04;0.41
apports;1.8;1.82;0.17;0.47
apportât;209.91;159.32;0;0.54
apportèrent;209.91;159.32;0.03;1.42
apporté;209.91;159.32;54.44;24.53
apportée;209.91;159.32;2.49;3.38
apportées;209.91;159.32;1.27;2.43
apportés;209.91;159.32;0.99;4.19
apposa;0.95;3.04;0.01;0.27
apposai;0.95;3.04;0;0.07
apposait;0.95;3.04;0.01;0.14
apposant;0.95;3.04;0.01;0
appose;0.95;3.04;0.4;0.14
apposent;0.95;3.04;0;0.07
apposer;0.95;3.04;0.28;0.81
apposerait;0.95;3.04;0;0.14
apposeras;0.95;3.04;0.01;0
apposez;0.95;3.04;0.04;0
apposition;0.01;0.14;0.01;0.14
apposé;0.95;3.04;0.04;0.54
apposée;0.95;3.04;0;0.34
apposées;0.95;3.04;0;0.34
apposés;0.95;3.04;0.14;0.2
apprenaient;348.47;286.69;0.74;2.43
apprenais;348.47;286.69;1.61;5.47
apprenait;348.47;286.69;3.27;11.76
apprenant;0.16;0.2;0.16;0.2
apprenant;348.47;286.69;2.88;7.23
apprend;348.47;286.69;27.11;17.16
apprendra;348.47;286.69;11.14;5.07
apprendrai;348.47;286.69;7.16;3.58
apprendraient;348.47;286.69;0.05;0.88
apprendrais;348.47;286.69;1.36;1.28
apprendrait;348.47;286.69;0.77;3.78
apprendras;348.47;286.69;6.43;1.49
apprendre;348.47;286.69;101.76;71.22
apprendrez;348.47;286.69;3.35;0.74
apprendriez;348.47;286.69;0.1;0.27
apprendrions;348.47;286.69;0;0.27
apprendrons;348.47;286.69;0.63;0.68
apprendront;348.47;286.69;1.38;1.08
apprends;348.47;286.69;27.5;8.38
apprenez;348.47;286.69;7.34;2.23
appreniez;348.47;286.69;0.72;0.41
apprenions;348.47;286.69;0.09;1.76
apprenne;348.47;286.69;6.25;4.19
apprennent;348.47;286.69;7.79;4.66
apprennes;348.47;286.69;2.51;0.88
apprenons;348.47;286.69;1.39;0.68
apprenti;2.52;17.64;1.96;10.95
apprenti-pilote;0.02;0;0.02;0
apprenti-sorcier;0;0.14;0;0.14
apprentie;2.52;17.64;0.23;0.47
apprenties;2.52;17.64;0.02;0.27
apprentis;2.52;17.64;0.31;5.95
apprentissage;1.86;10.47;1.86;10.14
apprentissages;1.86;10.47;0;0.34
apprirent;348.47;286.69;0.15;2.23
appris;348.47;286.69;120.98;97.7
appris;0.84;1.49;0.69;0.68
apprise;348.47;286.69;1.81;3.45
apprise;0.84;1.49;0.14;0.54
apprises;348.47;286.69;0.64;1.82
apprises;0.84;1.49;0.01;0.27
apprissent;348.47;286.69;0;0.07
apprit;348.47;286.69;1.48;21.96
apprivoisa;2.4;10.54;0;0.2
apprivoisaient;2.4;10.54;0;0.07
apprivoisais;2.4;10.54;0;0.14
apprivoisait;2.4;10.54;0;0.41
apprivoisant;2.4;10.54;0.01;0.14
apprivoise;2.4;10.54;0.25;0.74
apprivoisent;2.4;10.54;0.01;0.27
apprivoiser;2.4;10.54;0.42;5.14
apprivoiserai;2.4;10.54;0.14;0.2
apprivoiseur;0;0.07;0;0.07
apprivoisez;2.4;10.54;0.03;0.07
apprivoisons;2.4;10.54;0.01;0
apprivoisèrent;2.4;10.54;0;0.14
apprivoisé;2.4;10.54;0.98;1.28
apprivoisée;2.4;10.54;0.17;1.15
apprivoisées;2.4;10.54;0.04;0.27
apprivoisés;2.4;10.54;0.36;0.34
approbateur;0;1.55;0;1.08
approbateurs;0;1.55;0;0.27
approbatif;0;0.07;0;0.07
approbation;2.56;9.8;2.55;9.19
approbations;2.56;9.8;0.01;0.61
approbativement;0;0.07;0;0.07
approbatrice;0;1.55;0;0.2
approcha;117.65;196.15;1.09;42.7
approchai;117.65;196.15;0.2;4.32
approchaient;117.65;196.15;0.45;6.62
approchais;117.65;196.15;0.53;2.09
approchait;117.65;196.15;2.79;27.7
approchant;0.41;1.82;0.4;1.69
approchant;117.65;196.15;0.9;10.74
approchants;0.41;1.82;0.01;0.14
approchassent;117.65;196.15;0;0.07
approche;28.03;25.41;27.47;22.3
approche;117.65;196.15;44.17;31.15
approchent;117.65;196.15;5.66;4.93
approcher;117.65;196.15;19.62;35.27
approchera;117.65;196.15;0.83;0.2
approcherai;117.65;196.15;0.33;0
approcherais;117.65;196.15;0.18;0.14
approcherait;117.65;196.15;0.07;0.34
approcheras;117.65;196.15;0.13;0
approcherez;117.65;196.15;0.17;0.2
approcherions;117.65;196.15;0;0.07
approcherons;117.65;196.15;0.05;0
