Word;freqlemfilms2;freqlemlivres;freqfilms2;freqlivres
plaintives;1.12;6.82;0;0.41
plaints;61.25;67.84;0.44;0.47
plaira;607.21;139.8;12.63;3.45
plairai;607.21;139.8;0.16;0.14
plairaient;607.21;139.8;0.21;0.41
plairais;607.21;139.8;0.61;0.27
plairait;607.21;139.8;14.6;4.46
plairas;607.21;139.8;0.7;0.14
plaire;607.21;139.8;19;19.66
plairez;607.21;139.8;1.07;0.34
plairiez;607.21;139.8;0.3;0
plairont;607.21;139.8;0.81;0.2
plais;607.21;139.8;21.48;4.66
plaisaient;607.21;139.8;0.55;2.97
plaisais;607.21;139.8;1.75;2.7
plaisait;607.21;139.8;8.75;27.5
plaisamment;0.02;2.03;0.02;2.03
plaisance;0.35;2.03;0.35;2.03
plaisancier;0.19;0.2;0;0.07
plaisanciers;0.19;0.2;0.19;0.14
plaisant;607.21;139.8;0.26;0.81
plaisant;4.88;9.73;2.11;4.32
plaisant;0.42;1.15;0.28;0.88
plaisanta;87.13;27.43;0;2.03
plaisantai;87.13;27.43;0.1;0.14
plaisantaient;87.13;27.43;0.13;0.68
plaisantais;87.13;27.43;7.92;1.22
plaisantait;87.13;27.43;2.08;5.95
plaisantant;87.13;27.43;0.62;2.64
plaisante;4.88;9.73;2.37;3.72
plaisante;87.13;27.43;28.5;3.92
plaisantent;87.13;27.43;0.61;0.27
plaisanter;87.13;27.43;6.24;6.01
plaisantera;87.13;27.43;0;0.07
plaisanterai;87.13;27.43;0.03;0.07
plaisanteraient;87.13;27.43;0;0.07
plaisanterais;87.13;27.43;0.15;0
plaisanteras;87.13;27.43;0;0.07
plaisanterie;17.75;26.49;13.41;14.05
plaisanteries;17.75;26.49;4.33;12.43
plaisanterons;87.13;27.43;0.02;0.07
plaisantes;4.88;9.73;0.19;1.08
plaisantes;87.13;27.43;24.29;0.95
plaisantez;87.13;27.43;14.96;1.55
plaisantiez;87.13;27.43;0.32;0
plaisantin;0.03;0.07;0.03;0.07
plaisantin;0.86;0.95;0.68;0.68
plaisantins;0.86;0.95;0.19;0.27
plaisantions;87.13;27.43;0.04;0.14
plaisantons;87.13;27.43;0.28;0.2
plaisants;4.88;9.73;0.22;0.61
plaisants;0.42;1.15;0.14;0.27
plaisantèrent;87.13;27.43;0;0.07
plaisanté;87.13;27.43;0.84;1.35
plaise;607.21;139.8;6.49;3.65
plaisent;607.21;139.8;6.92;3.45
plaises;607.21;139.8;0.35;0.2
plaisez;607.21;139.8;3.83;1.42
plaisiez;607.21;139.8;0.27;0.2
plaisions;607.21;139.8;0;0.27
plaisir;186.37;233.85;177.4;208.78
plaisirs;186.37;233.85;8.97;25.07
plaisons;607.21;139.8;0.04;0.2
plan;4.08;4.93;2.67;1.49
plan;147.54;88.99;119.54;67.84
plan-séquence;0.1;0;0.1;0
plana;7.86;16.55;0;0.34
planaient;7.86;16.55;0.13;0.95
planais;7.86;16.55;0.24;0.41
planait;7.86;16.55;0.7;3.99
planant;0.56;1.22;0.25;0.68
planant;7.86;16.55;0.1;1.22
planante;0.56;1.22;0.27;0.2
planantes;0.56;1.22;0.02;0.34
planants;0.56;1.22;0.03;0
planas;7.86;16.55;0;0.07
planchais;1.37;1.35;0.02;0.07
planche;13.37;41.55;10.01;14.53
planche;1.37;1.35;0.46;0
planchent;1.37;1.35;0.04;0
plancher;7.5;31.15;6.67;29.39
plancher;1.37;1.35;0.6;1.22
planchers;7.5;31.15;0.84;1.76
planches;13.37;41.55;3.36;27.03
planches;1.37;1.35;0.01;0
planches-contacts;0;0.07;0;0.07
planchette;0.01;2.5;0.01;1.82
planchettes;0.01;2.5;0;0.68
planchiste;0.2;0;0.2;0
planché;1.37;1.35;0.24;0.07
plancton;0.65;0.47;0.52;0.47
planctons;0.65;0.47;0.14;0
plane;4.08;4.93;0.66;2.23
plane;0.48;0.34;0.48;0.27
plane;7.86;16.55;2.48;2.57
planelle;0.01;0;0.01;0
planement;0;0.07;0;0.07
planent;7.86;16.55;0.45;0.88
planer;7.86;16.55;2.25;3.99
planera;7.86;16.55;0.02;0
planerait;7.86;16.55;0;0.07
planerions;7.86;16.55;0;0.07
planeront;7.86;16.55;0;0.07
planes;4.08;4.93;0.01;0.61
planes;0.48;0.34;0;0.07
planes;7.86;16.55;0.58;0.14
planeur;1.31;0.61;0.66;0.27
planeurs;1.31;0.61;0.65;0.34
planez;7.86;16.55;0.12;0.07
planiez;7.86;16.55;0.02;0
planifiable;0.01;0;0.01;0
planifiaient;8.15;0.68;0.01;0
planifiait;8.15;0.68;0.18;0
planifiant;8.15;0.68;0.05;0.07
planificateur;0.03;0.07;0.03;0
planificateur;0.06;0;0.04;0
planification;0.42;0.34;0.42;0.34
planificatrice;0.03;0.07;0;0.07
planificatrice;0.06;0;0.01;0
planifie;8.15;0.68;0.87;0.07
planifient;8.15;0.68;0.09;0
planifier;8.15;0.68;1.94;0.07
planifierais;8.15;0.68;0.01;0.07
planifiez;8.15;0.68;0.11;0
planifions;8.15;0.68;0.08;0
planifié;8.15;0.68;4.42;0.27
planifiée;8.15;0.68;0.31;0.07
planifiés;8.15;0.68;0.08;0.07
planisphère;0.01;1.15;0.01;1.01
planisphères;0.01;1.15;0;0.14
planitude;0;0.14;0;0.14
planning;4.77;0.81;4.55;0.81
plannings;4.77;0.81;0.22;0
planqua;18.79;21.76;0;0.07
planquaient;18.79;21.76;0.12;0.41
planquais;18.79;21.76;0.26;0.2
planquait;18.79;21.76;0.21;1.35
planquant;18.79;21.76;0.01;0.27
planque;9.1;7.3;8.21;6.42
planque;18.79;21.76;5.31;3.24
planquent;18.79;21.76;0.68;0.74
planquer;18.79;21.76;3.81;6.49
planquera;18.79;21.76;0.05;0.07
planquerai;18.79;21.76;0.02;0.07
planquerais;18.79;21.76;0.04;0
planquerait;18.79;21.76;0.04;0.07
planqueras;18.79;21.76;0.03;0
planques;9.1;7.3;0.9;0.88
planques;18.79;21.76;0.87;0.27
planquez;18.79;21.76;1.77;0.34
planquiez;18.79;21.76;0;0.07
planquions;18.79;21.76;0;0.07
planquons;18.79;21.76;0.22;0.14
planquèrent;18.79;21.76;0;0.07
planqué;18.79;21.76;3.87;4.66
planqué;1.67;1.69;0.76;0.54
planquée;18.79;21.76;0.94;1.28
planquée;1.67;1.69;0.02;0.14
planquées;18.79;21.76;0.13;0.34
planquées;1.67;1.69;0.14;0.14
planqués;18.79;21.76;0.41;1.55
planqués;1.67;1.69;0.74;0.88
plans;4.08;4.93;0.74;0.61
plans;147.54;88.99;28;21.15
plant;2.54;4.53;1.07;1.62
planta;38.29;75.88;0.19;7.84
plantage;0.04;0;0.04;0
plantai;38.29;75.88;0.01;0.54
plantaient;38.29;75.88;0.14;0.74
plantain;0.04;0.14;0.01;0
plantains;0.04;0.14;0.04;0.14
plantaire;0.14;0.2;0.1;0.14
plantaires;0.14;0.2;0.04;0.07
plantais;38.29;75.88;0.33;1.01
plantait;38.29;75.88;0.43;3.24
plantant;38.29;75.88;0.43;2.03
plantation;5.73;6.35;2.25;3.72
plantations;5.73;6.35;3.48;2.64
plante;21.86;35;9;11.49
plante;38.29;75.88;4.73;5
plantent;38.29;75.88;0.43;0.61
planter;38.29;75.88;10.58;12.16
plantera;38.29;75.88;0.3;0.07
planterai;38.29;75.88;0.81;0.07
planterais;38.29;75.88;0.17;0
planterait;38.29;75.88;0.06;0.2
planteras;38.29;75.88;0.17;0
planterez;38.29;75.88;0.02;0
planterons;38.29;75.88;0.05;0.14
planteront;38.29;75.88;0.13;0
plantes;21.86;35;12.85;23.51
plantes;38.29;75.88;1.21;0.14
planteur;0.64;2.23;0.42;1.15
planteurs;0.64;2.23;0.22;1.08
plantez;38.29;75.88;0.68;0.14
plantier;0.7;0.14;0.7;0.14
plantiez;38.29;75.88;0.04;0.07
plantigrade;0.13;0.2;0.13;0.2
plantions;38.29;75.88;0.02;0.14
plantoir;0.14;0.07;0.14;0.07
planton;0.53;2.91;0.5;2.5
plantons;38.29;75.88;0.25;0.14
plantons;0.53;2.91;0.03;0.41
plants;2.54;4.53;1.47;2.91
plantureuse;0.11;1.42;0.07;0.68
plantureuses;0.11;1.42;0.04;0.27
plantureux;0.11;1.42;0.01;0.47
plantèrent;38.29;75.88;0.01;0.68
planté;38.29;75.88;11.2;20.07
planté;3.39;7.16;2.25;3.04
plantée;38.29;75.88;2.68;10.47
plantée;3.39;7.16;0.37;1.01
plantées;38.29;75.88;0.89;3.31
plantées;3.39;7.16;0.05;0.95
plantés;38.29;75.88;2.31;7.09
plantés;3.39;7.16;0.72;2.16
planète;61.11;22.91;55.29;19.86
planètes;61.11;22.91;5.82;3.04
plané;7.86;16.55;0.76;1.76
planétaire;2.27;1.35;1.93;0.95
planétaires;2.27;1.35;0.34;0.41
planétarium;0.31;0.27;0.31;0.2
planétariums;0.31;0.27;0;0.07
planétoïde;0.04;0;0.04;0
plaqua;12.46;27.7;0.01;2.64
plaquage;0.26;0.2;0.22;0.07
plaquages;0.26;0.2;0.04;0.14
plaquai;12.46;27.7;0;0.34
plaquaient;12.46;27.7;0.01;0.27
plaquais;12.46;27.7;0.14;0.14
plaquait;12.46;27.7;0.13;2.23
plaquant;12.46;27.7;0.02;1.49
plaque;20.48;46.15;13.87;26.01
plaque;12.46;27.7;1.95;2.97
plaqueminiers;0;0.14;0;0.14
plaquent;12.46;27.7;0.14;0.34
plaquer;12.46;27.7;2.48;3.92
plaquera;12.46;27.7;0.03;0
plaquerai;12.46;27.7;0.05;0
plaquerais;12.46;27.7;0.17;0
plaquerait;12.46;27.7;0.03;0.07
plaqueras;12.46;27.7;0.01;0
plaques;20.48;46.15;6.62;20.14
plaques;12.46;27.7;0.2;0
plaquettaire;0.01;0;0.01;0
plaquette;1.02;4.26;0.28;1.55
plaquettes;1.02;4.26;0.74;2.7
plaqueur;0.07;0.07;0.07;0.07
plaquez;12.46;27.7;0.2;0.2
plaquèrent;12.46;27.7;0;0.27
plaqué;12.46;27.7;4.37;5
plaqué;0.42;2.91;0.15;0.81
plaquée;12.46;27.7;2.07;4.32
plaquée;0.42;2.91;0.25;0.68
plaquées;12.46;27.7;0.04;1.76
plaquées;0.42;2.91;0;0.54
plaqués;12.46;27.7;0.42;1.76
plaqués;0.42;2.91;0.02;0.88
plasma;2.85;0.34;2.85;0.34
plasmagène;0.01;0;0.01;0
plasmaphérèse;0.08;0;0.08;0
plasmique;0.01;0;0.01;0
plaste;0.01;0;0.01;0
plastic;0.81;1.15;0.81;1.15
plasticage;0.01;0.34;0.01;0
plasticages;0.01;0.34;0;0.34
plasticien;0.4;0;0.38;0
plasticienne;0.4;0;0.01;0
plasticité;0.04;0.27;0.04;0.27
plastie;0.03;0;0.03;0
plastifiant;0.01;0;0.01;0
plastification;0.01;0;0.01;0
plastifier;0.23;0.95;0.06;0
plastifié;0.23;0.95;0.09;0.61
plastifiée;0.23;0.95;0.07;0.14
plastifiées;0.23;0.95;0.01;0.07
plastifiés;0.23;0.95;0;0.14
plastiquage;0.16;0;0.16;0
plastiquais;0.41;0.41;0.01;0
plastique;4.67;6.96;3.95;5.54
plastique;13.44;16.96;12.89;16.82
plastique;0.41;0.41;0.05;0.27
plastiquer;0.41;0.41;0.16;0.07
plastiques;4.67;6.96;0.72;1.42
plastiques;13.44;16.96;0.55;0.14
plastiqueur;0.22;0.14;0.22;0.14
plastiqué;0.41;0.41;0.18;0.07
plastisol;0.01;0;0.01;0
plastoc;0.09;0.2;0.09;0.2
plastron;0.11;2.57;0.09;2.3
plastronnaient;0.02;1.35;0;0.07
plastronnait;0.02;1.35;0;0.2
plastronnant;0.02;1.35;0;0.2
plastronne;0.02;1.35;0;0.07
plastronnent;0.02;1.35;0;0.14
plastronner;0.02;1.35;0.02;0.61
plastronnes;0.02;1.35;0;0.07
plastronneur;0;0.07;0;0.07
plastrons;0.11;2.57;0.02;0.27
plat;14.66;61.76;8.34;28.51
plat;30.24;61.35;21.87;44.26
plat-bord;0.01;0.61;0;0.54
plat-ventre;0.01;0.07;0.01;0.07
plat-ventre;0.11;0.07;0.11;0.07
platane;0.44;13.99;0.31;4.26
platanes;0.44;13.99;0.14;9.73
plate;14.66;61.76;3.09;17.5
plate;0.54;0.54;0.52;0.41
plate-bande;0.82;2.77;0.12;0.54
plate-forme;3.06;11.15;2.49;8.45
plateau;17.17;54.53;15.73;45.74
plateau-repas;0.04;0.14;0.04;0.14
plateaux;17.17;54.53;1.44;8.78
plateaux-repas;0.04;0.07;0.04;0.07
platebandes;0.06;0;0.06;0
plateforme;0.59;0.34;0.59;0.34
platelage;0;0.07;0;0.07
platement;0.14;1.08;0.14;1.08
plateresque;0;0.2;0;0.14
plateresques;0;0.2;0;0.07
plates;14.66;61.76;0.92;7.23
plates;0.54;0.54;0.02;0.14
plates-bandes;0.82;2.77;0.7;2.23
plates-formes;3.06;11.15;0.57;2.7
platine;2.06;3.31;1.73;3.18
platines;2.06;3.31;0.32;0.14
platiné;0.01;1.15;0;0.07
platinée;0;0.14;0;0.14
platinée;0.01;1.15;0;0.61
platinées;0.01;1.15;0.01;0.34
platinés;0.01;1.15;0;0.14
platitude;0.29;2.3;0.18;1.55
platitudes;0.29;2.3;0.12;0.74
platière;0;0.07;0;0.07
platonicien;0.14;0.41;0;0.27
platonicien;0;0.07;0;0.07
platonicienne;0.14;0.41;0.14;0.07
platoniciens;0.14;0.41;0;0.07
platonique;0.76;1.55;0.66;0.88
platoniquement;0.05;0.27;0.05;0.27
platoniques;0.76;1.55;0.1;0.68
platonisant;0;0.07;0;0.07
plats;14.66;61.76;2.33;8.51
plats;30.24;61.35;8.37;17.09
plats-bords;0.01;0.61;0.01;0.07
platures;0;0.14;0;0.14
platyrrhiniens;0;0.07;0;0.07
platée;0.04;0.61;0.04;0.47
platées;0.04;0.61;0;0.14
plausibilité;0.04;0;0.04;0
plausible;2.68;3.92;2.48;3.24
plausiblement;0;0.07;0;0.07
plausibles;2.68;3.92;0.2;0.68
play;0.01;0;0.01;0
play back;0.59;0.14;0.02;0
play-back;0.59;0.14;0.57;0.14
play-boy;0.69;1.08;0.58;0.95
play-boys;0.69;1.08;0.11;0.14
playboy;0.38;0;0.38;0
playmate;0.36;0.34;0.3;0.27
playmates;0.36;0.34;0.06;0.07
playon;0.02;0;0.02;0
plaza;1.53;2.91;1.53;2.91
plazza;0.05;0.14;0.05;0.14
plaça;52.94;101.76;0.58;6.76
plaçai;52.94;101.76;0.02;0.74
plaçaient;52.94;101.76;0.03;1.55
plaçais;52.94;101.76;0.07;0.61
plaçait;52.94;101.76;0.46;6.01
plaçant;52.94;101.76;0.79;3.38
plaçons;52.94;101.76;0.6;0.14
plaçât;52.94;101.76;0;0.07
plaît;607.21;139.8;499.91;55
please;3.18;0.88;3.18;0.88
plectre;0;0.07;0;0.07
plein;208.75;370.41;104.57;157.84
plein;1.81;0.81;1.81;0.81
plein;9.7;13.38;9.17;11.15
plein;89.11;52.77;89.11;52.77
plein-air;0;0.07;0;0.07
plein-air;0;0.07;0;0.07
plein-air;0;0.2;0;0.2
plein-cintre;0;0.07;0;0.07
plein-emploi;0.01;0;0.01;0
plein-temps;0.12;0;0.12;0
pleine;208.75;370.41;82.13;139.19
pleinement;3.44;7.77;3.44;7.77
pleines;208.75;370.41;8.6;32.43
pleins;208.75;370.41;13.46;40.95
pleins;9.7;13.38;0.53;2.23
plessis;0;0.07;0;0.07
plet;0;0.07;0;0.07
pleur;9.52;12.5;0.2;0.81
pleura;191.64;163.31;0.81;5.88
pleurai;191.64;163.31;0;1.22
pleuraient;191.64;163.31;1.16;3.72
pleurais;191.64;163.31;4.01;5.07
pleurait;191.64;163.31;7.54;26.49
pleural;0.32;0;0.12;0
pleurale;0.32;0;0.2;0
pleurant;0.2;2.09;0.19;0.88
pleurant;191.64;163.31;3.26;7.16
pleurante;0.2;2.09;0;0.95
pleurantes;0.2;2.09;0;0.07
pleurants;0.2;2.09;0.01;0.2
pleurard;0.01;0.54;0.01;0.14
pleurard;0;0.07;0;0.07
pleurarde;0.01;0.54;0;0.2
pleurards;0.01;0.54;0;0.2
pleure;191.64;163.31;60.17;24.93
pleurement;0;0.2;0;0.14
pleurements;0;0.2;0;0.07
pleurent;191.64;163.31;5.41;4.19
pleurer;191.64;163.31;61.6;63.51
pleurera;191.64;163.31;1.25;0.61
pleurerai;191.64;163.31;1.34;0.14
pleureraient;191.64;163.31;0.12;0
pleurerais;191.64;163.31;1.19;0.47
pleurerait;191.64;163.31;0.38;0.68
pleureras;191.64;163.31;0.55;0.14
pleurerez;191.64;163.31;0.2;0.14
pleurerons;191.64;163.31;0.02;0
pleureront;191.64;163.31;0.16;0
pleures;191.64;163.31;17;2.84
pleureur;0.12;1.15;0.06;0.47
pleureur;0.47;1.22;0.02;0
pleureurs;0.12;1.15;0.02;0.34
pleureurs;0.47;1.22;0.14;0.14
pleureuse;0.12;1.15;0.01;0.27
pleureuse;0.47;1.22;0.17;0.2
pleureuses;0.12;1.15;0.01;0.07
pleureuses;0.47;1.22;0.14;0.88
pleureux;0.12;1.15;0.01;0
pleurez;191.64;163.31;7.26;1.08
pleuriez;191.64;163.31;0.31;0.14
pleurions;191.64;163.31;0.13;0.34
pleurite;0.1;0.07;0.1;0.07
pleurnicha;5.75;6.08;0;0.95
pleurnichage;0.03;0;0.01;0
pleurnichages;0.03;0;0.01;0
pleurnichais;5.75;6.08;0.11;0.07
pleurnichait;5.75;6.08;0.02;0.81
pleurnichant;5.75;6.08;0.05;0.68
pleurnichard;0.34;0.74;0.22;0.34
pleurnichard;0.55;0.07;0.47;0.07
pleurnicharde;0.34;0.74;0.05;0.2
pleurnichardes;0.34;0.74;0.01;0
pleurnichards;0.34;0.74;0.06;0.2
pleurnichards;0.55;0.07;0.08;0
pleurniche;5.75;6.08;1.35;0.81
pleurnichement;0.01;0.34;0;0.14
pleurnichements;0.01;0.34;0.01;0.2
pleurnichent;5.75;6.08;0.07;0.27
pleurnicher;5.75;6.08;3.35;1.62
pleurnicherais;5.75;6.08;0.01;0
pleurnicherait;5.75;6.08;0;0.07
pleurnicheras;5.75;6.08;0.03;0
pleurnicherie;0.2;0.54;0.02;0.07
pleurnicheries;0.2;0.54;0.17;0.47
pleurniches;5.75;6.08;0.54;0
pleurnicheur;0.28;0.34;0.22;0.14
pleurnicheur;0.28;0.14;0.14;0
pleurnicheurs;0.28;0.34;0.03;0.07
pleurnicheurs;0.28;0.14;0.04;0
pleurnicheuse;0.28;0.34;0.03;0.14
pleurnicheuse;0.28;0.14;0.06;0.07
pleurnicheuses;0.28;0.34;0.01;0
pleurnicheuses;0.28;0.14;0.03;0.07
pleurnichez;5.75;6.08;0.14;0.07
pleurniché;5.75;6.08;0.08;0.74
pleurons;191.64;163.31;0.73;0.61
pleurotes;0;0.07;0;0.07
pleurs;9.52;12.5;9.32;11.69
pleurât;191.64;163.31;0;0.14
pleurèrent;191.64;163.31;0.01;0.41
pleuré;191.64;163.31;16.91;13.04
pleurée;191.64;163.31;0.07;0.14
pleurées;191.64;163.31;0;0.2
pleurés;191.64;163.31;0.03;0.07
pleurésie;0.17;0.54;0.17;0.54
pleurétique;0.01;0;0.01;0
pleut;67.17;47.09;20.5;10.41
pleutre;0.04;0.27;0.03;0.2
pleutre;0.18;0.61;0.16;0.41
pleutrerie;0;0.14;0;0.14
pleutres;0.04;0.27;0.01;0.07
pleutres;0.18;0.61;0.02;0.2
pleuvaient;67.17;47.09;0.13;2.23
pleuvait;67.17;47.09;4.43;11.62
pleuvant;67.17;47.09;0.01;0.2
pleuve;67.17;47.09;3.29;0.95
pleuvent;67.17;47.09;0.38;0.88
pleuvinait;0.02;0.14;0;0.07
pleuvine;0.02;0.14;0.02;0
pleuviner;0.02;0.14;0;0.07
pleuvioter;0;0.07;0;0.07
pleuvoir;67.17;47.09;7.98;6.69
pleuvra;67.17;47.09;0.87;0.68
pleuvrait;67.17;47.09;0.05;0.34
plexi;0.01;0;0.01;0
plexiglas;0.13;0.47;0.13;0.47
plexus;0.43;0.88;0.43;0.88
pleyel;0.02;0.07;0.02;0.07
pli;6;41.42;4.42;16.76
plia;14.37;50.2;0;3.99
pliable;0.19;0;0.19;0
pliage;0.12;0.54;0.11;0.47
pliages;0.12;0.54;0.01;0.07
pliai;14.37;50.2;0;0.27
pliaient;14.37;50.2;0.02;1.08
pliais;14.37;50.2;0.01;0.34
pliait;14.37;50.2;0.13;3.18
pliant;0.54;3.92;0.34;2.09
pliant;0.28;2.03;0.27;1.35
pliant;14.37;50.2;0.17;2.77
pliante;0.54;3.92;0.06;1.15
pliantes;0.54;3.92;0.12;0.27
pliants;0.54;3.92;0.03;0.41
pliants;0.28;2.03;0.01;0.68
plie;0.07;0.47;0.05;0.41
plie;14.37;50.2;3.54;5
plient;14.37;50.2;0.22;0.74
plier;14.37;50.2;5.02;10.68
pliera;14.37;50.2;0.08;0.07
plierai;14.37;50.2;0.28;0.14
plieraient;14.37;50.2;0.02;0
plierait;14.37;50.2;0.04;0.27
plieras;14.37;50.2;0.03;0
plierez;14.37;50.2;0.03;0.07
plierons;14.37;50.2;0.17;0
plies;0.07;0.47;0.02;0.07
plies;14.37;50.2;0.28;0.14
plieur;0.02;0;0.01;0
plieuse;0.02;0;0.01;0
pliez;14.37;50.2;1.32;0.07
plinthe;0.26;2.43;0.1;1.01
plinthes;0.26;2.43;0.16;1.42
pliocène;0.01;0;0.01;0
plioir;0;0.14;0;0.14
plions;14.37;50.2;0.22;0
plions;0.03;0;0.03;0
plique;0.03;0;0.03;0
plis;6;41.42;1.58;24.66
plissa;0.59;16.49;0;3.31
plissai;0.59;16.49;0;0.14
plissaient;0.59;16.49;0;0.54
plissais;0.59;16.49;0;0.07
plissait;0.59;16.49;0;1.69
plissant;0.59;16.49;0.02;3.38
plisse;0.59;16.49;0.1;2.5
plissement;0.03;1.08;0.02;0.68
plissements;0.03;1.08;0.01;0.41
plissent;0.59;16.49;0.02;0.41
plisser;0.59;16.49;0.15;1.08
plisseront;0.59;16.49;0;0.07
plisseur;0;0.07;0;0.07
plissure;0;0.2;0;0.07
plissures;0;0.2;0;0.14
plissèrent;0.59;16.49;0;0.27
plissé;0.59;16.49;0.12;1.42
plissé;0.33;8.72;0.06;2.77
plissé;0.04;0.41;0.04;0.2
plissée;0.59;16.49;0.01;0.68
plissée;0.33;8.72;0.08;3.18
plissées;0.59;16.49;0;0.47
plissées;0.33;8.72;0.02;1.01
plissés;0.59;16.49;0.17;0.47
plissés;0.33;8.72;0.17;1.76
plissés;0.04;0.41;0;0.2
pliure;0.03;0.95;0.03;0.41
pliures;0.03;0.95;0;0.54
pliât;14.37;50.2;0;0.07
plièrent;14.37;50.2;0;0.2
plié;14.37;50.2;1.43;10.27
plié;0.36;0.88;0.23;0.74
pliée;14.37;50.2;0.68;5.34
pliées;14.37;50.2;0.37;1.62
pliés;14.37;50.2;0.32;3.92
pliés;0.36;0.88;0.12;0.14
ploc;0.65;0.61;0.65;0.61
ploie;0.44;7.36;0.03;0.95
ploiement;0;0.27;0;0.27
ploient;0.44;7.36;0.01;0.34
plomb;20.24;22.64;10.62;20.27
plombage;0.99;0.41;0.43;0.14
plombages;0.99;0.41;0.56;0.27
plombaient;1.77;2.7;0;0.14
plombait;1.77;2.7;0;0.41
plombant;1.77;2.7;0.01;0.14
plombe;1;7.09;0.45;1.55
plombe;1.77;2.7;0.44;0.47
plombent;1.77;2.7;0.01;0.07
plomber;1.77;2.7;0.78;0.54
plomberie;2.32;0.81;2.31;0.74
plomberies;2.32;0.81;0.01;0.07
plombes;1;7.09;0.55;5.54
plombes;1.77;2.7;0.02;0.2
plombez;1.77;2.7;0.03;0
plombier;5.85;3.99;5.22;3.31
plombiers;5.85;3.99;0.63;0.68
plombières;0;0.2;0;0.2
plombs;20.24;22.64;9.62;2.36
plombure;0;0.07;0;0.07
plombé;1.77;2.7;0.32;0.61
plombé;0.2;3.85;0.13;1.76
plombée;1.77;2.7;0.16;0.07
plombée;0.2;3.85;0.04;1.08
plombée;0;0.27;0;0.2
plombées;1.77;2.7;0;0.07
plombées;0.2;3.85;0.01;0.47
plombées;0;0.27;0;0.07
plombés;0.2;3.85;0.01;0.54
plonge;2.29;4.66;2.29;4.66
plonge;31.96;86.22;5.37;12.91
plongea;31.96;86.22;0.49;10.88
plongeai;31.96;86.22;0.13;1.22
plongeaient;31.96;86.22;0.16;2.64
plongeais;31.96;86.22;0.29;2.43
plongeait;31.96;86.22;0.41;10.27
plongeant;0.2;1.28;0.15;0.68
plongeant;31.96;86.22;1.41;5.41
plongeante;0.2;1.28;0.04;0.47
plongeantes;0.2;1.28;0;0.07
plongeants;0.2;1.28;0;0.07
plongement;0;0.07;0;0.07
plongent;31.96;86.22;1.04;2.09
plongeoir;0.44;1.08;0.44;1.01
plongeoirs;0.44;1.08;0;0.07
plongeon;2.98;4.05;2.71;3.18
plongeons;2.98;4.05;0.27;0.88
plongeons;31.96;86.22;0.14;0.2
plonger;31.96;86.22;9.36;14.66
plongera;31.96;86.22;0.36;0.27
plongerai;31.96;86.22;0.3;0
plongeraient;31.96;86.22;0.02;0
plongerais;31.96;86.22;0.02;0.2
plongerait;31.96;86.22;0.21;0.47
plongeras;31.96;86.22;0.15;0
plongerez;31.96;86.22;0.44;0
plongeriez;31.96;86.22;0.01;0
plongerons;31.96;86.22;0.06;0
plongeront;31.96;86.22;0.16;0.07
plonges;31.96;86.22;0.61;0.2
plongeur;3.89;3.11;2.06;1.69
plongeurs;3.89;3.11;1.7;0.68
plongeuse;3.89;3.11;0.13;0.68
plongeuses;3.89;3.11;0.01;0.07
plongez;31.96;86.22;2.13;0.14
plongeâmes;31.96;86.22;0.01;0.07
plongeât;31.96;86.22;0;0.14
plongiez;31.96;86.22;0.37;0
plongions;31.96;86.22;0.04;0.41
plongèrent;31.96;86.22;0.16;0.95
plongé;31.96;86.22;5.87;14.19
plongée;31.96;86.22;1.41;3.24
plongée;6.74;6.55;6.63;5.34
plongées;31.96;86.22;0.13;0.68
plongées;6.74;6.55;0.11;1.22
plongés;31.96;86.22;0.72;2.5
plot;0.32;0.61;0.26;0.54
plots;0.32;0.61;0.06;0.07
plouc;1.18;0.61;0.94;0.47
plouc;3.9;1.82;2.35;0.47
ploucs;1.18;0.61;0.24;0.14
ploucs;3.9;1.82;1.55;1.35
plouf;1.31;1.55;1.31;1.55
plouk;0.01;0.68;0.01;0.68
ploutocrate;0.02;0.07;0.01;0
ploutocrates;0.02;0.07;0.01;0.07
ploutocratie;0.2;0;0.2;0
ploya;0.44;7.36;0;0.14
ployaient;0.44;7.36;0.01;0.34
ployait;0.44;7.36;0.1;0.74
ployant;0.01;0.2;0.01;0.07
ployant;0.44;7.36;0;1.01
ployante;0.01;0.2;0;0.14
ployer;0.44;7.36;0.14;1.42
ployé;0.44;7.36;0.14;1.01
ployée;0.44;7.36;0;0.95
ployées;0.44;7.36;0;0.2
ployés;0.44;7.36;0;0.27
plu;67.17;47.09;29.54;13.11
pluche;0.01;1.01;0.01;0.95
plucher;0.01;1.01;0;0.07
pluches;0.01;0.54;0.01;0.54
plue;0.26;0;0.26;0
pluie;46.1;122.57;42.91;111.76
pluies;46.1;122.57;3.19;10.81
plum;15.29;60;0.11;0.61
plum-pudding;0.02;0.07;0.02;0.07
pluma;2.44;3.78;0;0.07
plumage;0.41;2.64;0.41;2.3
plumages;0.41;2.64;0;0.34
plumaient;2.44;3.78;0;0.27
plumait;2.44;3.78;0.03;0.47
plumant;2.44;3.78;0.04;0.2
plumard;0.84;5.95;0.7;5.68
plumards;0.84;5.95;0.14;0.27
plumassière;0;0.07;0;0.07
plume;15.29;60;6.49;33.38
plume;2.44;3.78;0.48;0.61
plumeau;0.59;2.7;0.48;2.3
plumeaux;0.59;2.7;0.11;0.41
